id_partner,statement_date,statement_nr,marketplace,order_nr,item_nr,brand_en,product_title_en,brand_ar,product_title_ar,awb_nr,sku,partner_sku,fee_name,item_status,ordered_date,shipped_date,delivered_date,currency_code,net_proceeds,referral_fee,fbn_outbound_fee,noon_markup,noon_promo,shipping_fee,other_amounts,total_payment
38594,2024-11-13,PS-38594-AE20241113,noon,,,,,,,,,,Advertising Fee,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-40.25,-40.25
38594,2024-11-13,PS-38594-AE20241113,noon,,,,,,,,,,VAT Payable,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-14.97,-14.97
38594,2024-11-13,PS-38594-AE20241113,noon,,,,,,,,,,Non-saleable Item Storage Fee,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-3.6042,-3.6042
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0064332875,NAEGB0064332875-1,Lenovo,"Renewed - Thinkpad T440 Laptop With 14-Inch Display,Intel Core i5 Processor/4th GEN/8GB RAM/256GB SSD/Windows 10 black",لينوفو,تم تجديده - كمبيوتر محمول Thinkpad T440 بشاشة مقاس 14 بوصة، ومعالج Intel Core i5/الجيل الرابع/ذاكرة وصول عشوائي سعة 8 جيجابايت/محرك أقراص ثابتة سعة 500 جيجابايت/نظام تشغيل Windows,PF95984590528A,N46137174A,46137174,Order,delivered,11/6/2024,11/6/2024,11/6/2024,AED,331.0,-36.41,-13.5,0,0.0,0.0,0.0,281.09
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0023661785,NAEGB0023661785-1,Lenovo,"Renewed - Thinkpad T440 Laptop With 14-Inch Display,Intel Core i5 Processor/4th GEN/8GB RAM/256GB SSD/Windows 10 black",لينوفو,تم تجديده - كمبيوتر محمول Thinkpad T440 بشاشة مقاس 14 بوصة، ومعالج Intel Core i5/الجيل الرابع/ذاكرة وصول عشوائي سعة 8 جيجابايت/محرك أقراص ثابتة سعة 500 جيجابايت/نظام تشغيل Windows,PF94423840885A,N46137174A,46137174,Order,delivered,11/8/2024,11/9/2024,11/10/2024,AED,315.0,-34.65,-13.5,0,0.0,0.0,0.0,266.85
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0015036025,NAEGB0015036025-1,Lenovo,"Renewed - Thinkpad T440 Laptop With 14-Inch Display,Intel Core i5 Processor/4th GEN/8GB RAM/256GB SSD/Windows 10 black",لينوفو,تم تجديده - كمبيوتر محمول Thinkpad T440 بشاشة مقاس 14 بوصة، ومعالج Intel Core i5/الجيل الرابع/ذاكرة وصول عشوائي سعة 8 جيجابايت/محرك أقراص ثابتة سعة 500 جيجابايت/نظام تشغيل Windows,PF95471513770A,N46137174A,46137174,Order,delivered,11/12/2024,11/12/2024,11/13/2024,AED,0.0,0.0,-13.5,0,0.0,0.0,0.0,-13.5
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0050301440,NAEGB0050301440-1,Lenovo,"Renewed - Thinkpad T440 Laptop With 14-Inch Display,Intel Core i5 Processor/4th GEN/8GB RAM/256GB SSD/Windows 10 black",لينوفو,تم تجديده - كمبيوتر محمول Thinkpad T440 بشاشة مقاس 14 بوصة، ومعالج Intel Core i5/الجيل الرابع/ذاكرة وصول عشوائي سعة 8 جيجابايت/محرك أقراص ثابتة سعة 500 جيجابايت/نظام تشغيل Windows,PFA8216259921A,N46137174A,46137174,Order,delivered,11/11/2024,11/11/2024,11/12/2024,AED,315.0,-34.65,-13.5,0,0.0,0.0,0.0,266.85
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0058475633,NAEGB0058475633-1,Lenovo,"Renewed - Thinkpad T440 Laptop With 14-Inch Display,Intel Core i5 Processor/4th GEN/8GB RAM/256GB SSD/Windows 10 black",لينوفو,تم تجديده - كمبيوتر محمول Thinkpad T440 بشاشة مقاس 14 بوصة، ومعالج Intel Core i5/الجيل الرابع/ذاكرة وصول عشوائي سعة 8 جيجابايت/محرك أقراص ثابتة سعة 500 جيجابايت/نظام تشغيل Windows,PFA3343074855A,N46137174A,46137174,Order,delivered,11/12/2024,11/12/2024,11/13/2024,AED,0.0,0.0,-13.5,0,0.0,0.0,0.0,-13.5
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0046601121,NAEGB0046601121-1,Lenovo,"Renewed - ThinkPad T470 Laptop With 14-Inch Display,Intel Corei5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics Black",لينوفو,مُجدد - لابتوب ثينك باد T470 بشاشة مقاس 14 بوصة ومعالج إنتل كور i5 من الجيل السادس ومزود بذاكرة رام سعة 8 جيجابايت ومحرك أقراص SSD سعة 256 جيجابايت وبطاقة رسومات إنتل بدقة عالية الوضوح أسود,PF94590869259A,N49798236A,49798236,Order,returned,11/11/2024,11/11/2024,11/12/2024,AED,449.2,-49.412,-11.5,0,0.0,0.0,0.0,388.288
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0066331662,NAEGB0066331662-2,Lenovo,"Refurbished - Thinkpad T450 Notebook Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/16GB RAM/256GB SSD/Intel HD Graphics 5550 English Black",لينوفو,مستعمل ومجدد - لابتوب نوت بوك ثينك باد T450 (2015) بشاشة مقاس 14 بوصة ومعالج إنتل كور i5/ الجيل الخامس/ ذاكرة رام سعة 16 جيجابايت/ محرك أقراص SSD سعة 240 جيجابايت/ بطاقة رسومات إنتل 5550 عالية الوضوح سعة 1 جيجابايت اللغة الإنجليزية أسود,PF15172904373A,N51438096A,51438096,Order,delivered,11/8/2024,11/9/2024,11/9/2024,AED,365.0,-40.15,-11.5,0,0.0,0.0,0.0,313.35
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0030419251,NAEGB0030419251-1,Lenovo,"Refurbished - Thinkpad T450 Notebook Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/16GB RAM/256GB SSD/Intel HD Graphics 5550 English Black",لينوفو,مستعمل ومجدد - لابتوب نوت بوك ثينك باد T450 (2015) بشاشة مقاس 14 بوصة ومعالج إنتل كور i5/ الجيل الخامس/ ذاكرة رام سعة 16 جيجابايت/ محرك أقراص SSD سعة 240 جيجابايت/ بطاقة رسومات إنتل 5550 عالية الوضوح سعة 1 جيجابايت اللغة الإنجليزية أسود,PFA7596606393A,N51438096A,51438096,Order,delivered,11/5/2024,11/6/2024,11/7/2024,AED,298.4,-41.074,-11.5,0,71.43,0.0,0.0,317.256
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0003680136,NAEGB0003680136-1,Lenovo,"Renewed - ThinkPad T450s Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/8GB RAM/256GB SSD/5500MB Intel HD Graphics/Windows 10 Pro Black",لينوفو,لابتوب ثينك باد مجدد T450s مع شاشة 14 بوصة ، معالج إنتل كور i5  الجيل الخامس / ذاكرة رام 8 جيجابايت / سعة تخزين 256 جيجابايت إس إس دي / إنتل يو اتش دى جرافيكس / نظام تشغيل ويندوز 10 برو أسود,PF84500180213A,N53361285A,53361285,Order,delivered,11/8/2024,11/8/2024,11/9/2024,AED,335.0,-36.85,-13.5,0,0.0,0.0,0.0,284.65
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0060783489,NAEGB0060783489-1,Lenovo,"Renewed - ThinkPad T450s Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/8GB RAM/256GB SSD/5500MB Intel HD Graphics/Windows 10 Pro Black",لينوفو,لابتوب ثينك باد مجدد T450s مع شاشة 14 بوصة ، معالج إنتل كور i5  الجيل الخامس / ذاكرة رام 8 جيجابايت / سعة تخزين 256 جيجابايت إس إس دي / إنتل يو اتش دى جرافيكس / نظام تشغيل ويندوز 10 برو أسود,PFA9465764491A,N53361285A,53361285,Order,delivered,11/2/2024,11/2/2024,11/7/2024,AED,358.25,-39.4075,0.0,0,0.0,0.0,0.0,318.8425
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0039594571,NAEGB0039594571-1,Lenovo,"Renewed - ThinkPad T450s Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/8GB RAM/256GB SSD/5500MB Intel HD Graphics/Windows 10 Pro Black",لينوفو,لابتوب ثينك باد مجدد T450s مع شاشة 14 بوصة ، معالج إنتل كور i5  الجيل الخامس / ذاكرة رام 8 جيجابايت / سعة تخزين 256 جيجابايت إس إس دي / إنتل يو اتش دى جرافيكس / نظام تشغيل ويندوز 10 برو أسود,PF87673731777A,N53361285A,53361285,Order,delivered,11/8/2024,11/8/2024,11/9/2024,AED,268.0,-36.85,-13.5,0,63.81,0.0,0.0,281.46
38594,2024-11-13,PS-38594-AE20241113,noon,NAEGB0046295387,NAEGB0046295387-1,Apple,"Renewed - Macbook Pro A1708 (2017) Laptop With 13.3-Inch Display,Intel Core i5 Processor/7th Gen/8GB RAM/256GB SSD/1.5GB Intel Iris Plus Graphics English Space Grey",أبل,تم تجديده - كمبيوتر محمول Macbook Pro A1708 (2017) بشاشة مقاس 13.3 بوصة ومعالج Intel Core i5/الجيل السابع/ذاكرة وصول عشوائي 8 جيجابايت/محرك أقراص SSD سعة 256 جيجابايت/بطاقة رسومات Intel Iris Plus سعة 1.5 جيجابايت,PE15232428485A,N70002128V-1,70002128V,Order,returned,11/1/2024,11/4/2024,11/5/2024,AED,-1350.0,87.75,0.0,0,0.0,0.0,0.0,-1262.25
38594,2024-11-15,PS-38594-AE20241115,noon,,,,,,,,,,Return Administration Fee Subsidy,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,15.0,15.0
38594,2024-11-15,PS-38594-AE20241115,noon,,,,,,,,,,VAT Payable,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-3.3,-3.3
38594,2024-11-15,PS-38594-AE20241115,noon,,,,,,,,,,Return Administration Fee,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-15.0,-15.0
38594,2024-11-15,PS-38594-AE20241115,noon,,,,,,,,,,Return Administration Fee Subsidy,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,6.05,6.05
38594,2024-11-15,PS-38594-AE20241115,noon,,,,,,,,,,Return Administration Fee,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-6.05,-6.05
38594,2024-11-15,PS-38594-AE20241115,noon,NAEGB0091773261,,,,,,PE15666813934A,,,Directship Outbound Fee,shipped,11/13/2024,,,AED,0.0,0.0,0.0,0,0.0,0.0,-12.5,-12.5
38594,2024-11-15,PS-38594-AE20241115,noon,,,,,,,,,,Advertising Fee,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-20.0,-20.0
38594,2024-11-15,PS-38594-AE20241115,noon,NAEGB0058475633,NAEGB0058475633-1,Lenovo,"Renewed - Thinkpad T440 Laptop With 14-Inch Display,Intel Core i5 Processor/4th GEN/8GB RAM/256GB SSD/Windows 10 black",لينوفو,تم تجديده - كمبيوتر محمول Thinkpad T440 بشاشة مقاس 14 بوصة، ومعالج Intel Core i5/الجيل الرابع/ذاكرة وصول عشوائي سعة 8 جيجابايت/محرك أقراص ثابتة سعة 500 جيجابايت/نظام تشغيل Windows,PFA3343074855A,N46137174A,46137174,Order,delivered,11/12/2024,11/12/2024,11/13/2024,AED,252.0,-34.65,0.0,0,60.0,0.0,0.0,277.35
38594,2024-11-15,PS-38594-AE20241115,noon,NAEGB0015036025,NAEGB0015036025-1,Lenovo,"Renewed - Thinkpad T440 Laptop With 14-Inch Display,Intel Core i5 Processor/4th GEN/8GB RAM/256GB SSD/Windows 10 black",لينوفو,تم تجديده - كمبيوتر محمول Thinkpad T440 بشاشة مقاس 14 بوصة، ومعالج Intel Core i5/الجيل الرابع/ذاكرة وصول عشوائي سعة 8 جيجابايت/محرك أقراص ثابتة سعة 500 جيجابايت/نظام تشغيل Windows,PF95471513770A,N46137174A,46137174,Order,delivered,11/12/2024,11/12/2024,11/13/2024,AED,315.0,-34.65,0.0,0,0.0,0.0,0.0,280.35
38594,2024-11-15,PS-38594-AE20241115,noon,NAEGB0091773261,NAEGB0091773261-1,HP,Renewed - 65W C type Pin AC Adapter Black With Cable Black,إتش بي,Renewed - 65W C type Pin AC Adapter Black With Cable Black,PE15666813934A,N70110412V-1,70110412,Order,delivered,11/13/2024,11/14/2024,11/15/2024,AED,70.0,-9.1,0.0,0,0.0,0.0,0.0,60.9
38594,2024-11-20,PS-38594-AE20241120,noon,,,,,,,,,,VAT Payable,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,2.46,2.46
38594,2024-11-20,PS-38594-AE20241120,noon,,,,,,,,,,Return Administration Fee,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-9.88,-9.88
38594,2024-11-20,PS-38594-AE20241120,noon,NAEGB0046601121,NAEGB0046601121-1,Lenovo,"Renewed - ThinkPad T470 Laptop With 14-Inch Display,Intel Corei5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics Black",لينوفو,مُجدد - لابتوب ثينك باد T470 بشاشة مقاس 14 بوصة ومعالج إنتل كور i5 من الجيل السادس ومزود بذاكرة رام سعة 8 جيجابايت ومحرك أقراص SSD سعة 256 جيجابايت وبطاقة رسومات إنتل بدقة عالية الوضوح أسود,PF94590869259A,N49798236A,49798236,Order,returned,11/11/2024,11/11/2024,11/12/2024,AED,-449.2,49.412,0.0,0,0.0,0.0,0.0,-399.788
38594,2024-11-20,PS-38594-AE20241120,noon,NAEGB0091773261,NAEGB0091773261-1,HP,Renewed - 65W C type Pin AC Adapter Black With Cable Black,إتش بي,Renewed - 65W C type Pin AC Adapter Black With Cable Black,PE15666813934A,N70110412V-1,70110412,Order,delivered,11/13/2024,11/14/2024,11/15/2024,AED,0.0,0.0,0.0,0,0.0,9.523809524,0.0,9.523809524
38594,2024-11-30,PS-38594-AE20241130,noon,,,,,,,,,,VAT Payable,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-21.14,-21.14
38594,2024-11-30,PS-38594-AE20241130,noon,NAEGB0008702877,NAEGB0008702877-1,Lenovo,"Refurbished - Thinkpad T450 Notebook Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/16GB RAM/256GB SSD/Intel HD Graphics 5550 English Black",لينوفو,مستعمل ومجدد - لابتوب نوت بوك ثينك باد T450 (2015) بشاشة مقاس 14 بوصة ومعالج إنتل كور i5/ الجيل الخامس/ ذاكرة رام سعة 16 جيجابايت/ محرك أقراص SSD سعة 240 جيجابايت/ بطاقة رسومات إنتل 5550 عالية الوضوح سعة 1 جيجابايت اللغة الإنجليزية أسود,PF96163641793A,N51438096A,51438096,Order,delivered,11/28/2024,11/28/2024,11/28/2024,AED,361.0,-39.71,-11.5,0,0.0,0.0,0.0,309.79
38594,2024-11-30,PS-38594-AE20241130,noon,NAEGB0020569474,NAEGB0020569474-1,Lenovo,"Refurbished - Thinkpad T450 Notebook Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/16GB RAM/256GB SSD/Intel HD Graphics 5550 English Black",لينوفو,مستعمل ومجدد - لابتوب نوت بوك ثينك باد T450 (2015) بشاشة مقاس 14 بوصة ومعالج إنتل كور i5/ الجيل الخامس/ ذاكرة رام سعة 16 جيجابايت/ محرك أقراص SSD سعة 240 جيجابايت/ بطاقة رسومات إنتل 5550 عالية الوضوح سعة 1 جيجابايت اللغة الإنجليزية أسود,PF96124102483A,N51438096A,51438096,Order,delivered,11/27/2024,11/27/2024,11/29/2024,AED,361.0,-39.71,-11.5,0,0.0,0.0,0.0,309.79
38594,2024-11-30,PS-38594-AE20241130,noon,NAEGB0061864114,NAEGB0061864114-1,Lenovo,"Refurbished - Thinkpad T450 Notebook Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/16GB RAM/256GB SSD/Intel HD Graphics 5550 English Black",لينوفو,مستعمل ومجدد - لابتوب نوت بوك ثينك باد T450 (2015) بشاشة مقاس 14 بوصة ومعالج إنتل كور i5/ الجيل الخامس/ ذاكرة رام سعة 16 جيجابايت/ محرك أقراص SSD سعة 240 جيجابايت/ بطاقة رسومات إنتل 5550 عالية الوضوح سعة 1 جيجابايت اللغة الإنجليزية أسود,PFA2035914157A,N51438096A,51438096,Order,delivered,11/29/2024,11/29/2024,11/30/2024,AED,361.0,-39.71,-11.5,0,0.0,0.0,0.0,309.79
38594,2024-11-30,PS-38594-AE20241130,noon,NAEGB0000003297,NAEGB0000003297-1,Lenovo,"Renewed - ThinkPad T450s Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/8GB RAM/256GB SSD/5500MB Intel HD Graphics/Windows 10 Pro Black",لينوفو,لابتوب ثينك باد مجدد T450s مع شاشة 14 بوصة ، معالج إنتل كور i5  الجيل الخامس / ذاكرة رام 8 جيجابايت / سعة تخزين 256 جيجابايت إس إس دي / إنتل يو اتش دى جرافيكس / نظام تشغيل ويندوز 10 برو أسود,PFA9930728930A,N53361285A,53361285,Order,delivered,11/28/2024,11/28/2024,12/1/2024,AED,0.0,0.0,-13.5,0,0.0,0.0,0.0,-13.5
38594,2024-11-30,PS-38594-AE20241130,noon,NAEGB0003953449,NAEGB0003953449-2,Lenovo,"Renewed - ThinkPad T450s Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/8GB RAM/256GB SSD/5500MB Intel HD Graphics/Windows 10 Pro Black",لينوفو,لابتوب ثينك باد مجدد T450s مع شاشة 14 بوصة ، معالج إنتل كور i5  الجيل الخامس / ذاكرة رام 8 جيجابايت / سعة تخزين 256 جيجابايت إس إس دي / إنتل يو اتش دى جرافيكس / نظام تشغيل ويندوز 10 برو أسود,PF93876835578A,N53361285A,53361285,Order,returned,11/27/2024,11/27/2024,11/28/2024,AED,342.0,-37.62,-13.5,0,0.0,0.0,0.0,290.88
38594,2024-11-30,PS-38594-AE20241130,noon,NAEGB0043549816,NAEGB0043549816-1,Lenovo,"Renewed - ThinkPad T450s Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/8GB RAM/256GB SSD/5500MB Intel HD Graphics/Windows 10 Pro Black",لينوفو,لابتوب ثينك باد مجدد T450s مع شاشة 14 بوصة ، معالج إنتل كور i5  الجيل الخامس / ذاكرة رام 8 جيجابايت / سعة تخزين 256 جيجابايت إس إس دي / إنتل يو اتش دى جرافيكس / نظام تشغيل ويندوز 10 برو أسود,PFA5807979986A,N53361285A,53361285,Order,delivered,11/27/2024,11/27/2024,11/28/2024,AED,342.0,-37.62,-13.5,0,0.0,0.0,0.0,290.88
38594,2024-11-30,PS-38594-AE20241130,noon,NAEGB0004057941,NAEGB0004057941-1,Lenovo,"Renewed - ThinkPad T450s Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/8GB RAM/256GB SSD/5500MB Intel HD Graphics/Windows 10 Pro Black",لينوفو,لابتوب ثينك باد مجدد T450s مع شاشة 14 بوصة ، معالج إنتل كور i5  الجيل الخامس / ذاكرة رام 8 جيجابايت / سعة تخزين 256 جيجابايت إس إس دي / إنتل يو اتش دى جرافيكس / نظام تشغيل ويندوز 10 برو أسود,PF93972755900A,N53361285A,53361285,Order,delivered,11/27/2024,11/28/2024,11/29/2024,AED,342.0,-37.62,-13.5,0,0.0,0.0,0.0,290.88
38594,2024-11-30,PS-38594-AE20241130,noon,NAEGB0080918715,NAEGB0080918715-2,Lenovo,"Renewed - ThinkPad T450s Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/8GB RAM/256GB SSD/5500MB Intel HD Graphics/Windows 10 Pro Black",لينوفو,لابتوب ثينك باد مجدد T450s مع شاشة 14 بوصة ، معالج إنتل كور i5  الجيل الخامس / ذاكرة رام 8 جيجابايت / سعة تخزين 256 جيجابايت إس إس دي / إنتل يو اتش دى جرافيكس / نظام تشغيل ويندوز 10 برو أسود,PFA8420208438A,N53361285A,53361285,Order,delivered,11/27/2024,11/27/2024,11/28/2024,AED,342.0,-37.62,-13.5,0,0.0,0.0,0.0,290.88
38594,2024-11-30,PS-38594-AE20241130,noon,NAEGB0060558423,NAEGB0060558423-1,Lenovo,"Renewed - ThinkPad T450s Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/8GB RAM/256GB SSD/5500MB Intel HD Graphics/Windows 10 Pro Black",لينوفو,لابتوب ثينك باد مجدد T450s مع شاشة 14 بوصة ، معالج إنتل كور i5  الجيل الخامس / ذاكرة رام 8 جيجابايت / سعة تخزين 256 جيجابايت إس إس دي / إنتل يو اتش دى جرافيكس / نظام تشغيل ويندوز 10 برو أسود,PF99906192783A,N53361285A,53361285,Order,returned,11/28/2024,11/28/2024,11/29/2024,AED,342.0,-37.62,-13.5,0,0.0,0.0,0.0,290.88
38594,2024-12-04,PS-38594-AE20241204,noon,,,,,,,,,,Monthly Storage Fee,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-2.2054,-2.2054
38594,2024-12-04,PS-38594-AE20241204,noon,,,,,,,,,,VAT Payable,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-1.3,-1.3
38594,2024-12-04,PS-38594-AE20241204,noon,NAEGB0000817838,NAEGB0000817838-1,Lenovo,"Refurbished - Thinkpad T450 Notebook Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/16GB RAM/256GB SSD/Intel HD Graphics 5550 English Black",لينوفو,مستعمل ومجدد - لابتوب نوت بوك ثينك باد T450 (2015) بشاشة مقاس 14 بوصة ومعالج إنتل كور i5/ الجيل الخامس/ ذاكرة رام سعة 16 جيجابايت/ محرك أقراص SSD سعة 240 جيجابايت/ بطاقة رسومات إنتل 5550 عالية الوضوح سعة 1 جيجابايت اللغة الإنجليزية أسود,PF91134470671A,N51438096A,51438096,Order,delivered,11/30/2024,12/1/2024,12/2/2024,AED,361.0,-39.71,-11.5,0,0.0,0.0,0.0,309.79
38594,2024-12-04,PS-38594-AE20241204,noon,NAEGB0000003297,NAEGB0000003297-1,Lenovo,"Renewed - ThinkPad T450s Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/8GB RAM/256GB SSD/5500MB Intel HD Graphics/Windows 10 Pro Black",لينوفو,لابتوب ثينك باد مجدد T450s مع شاشة 14 بوصة ، معالج إنتل كور i5  الجيل الخامس / ذاكرة رام 8 جيجابايت / سعة تخزين 256 جيجابايت إس إس دي / إنتل يو اتش دى جرافيكس / نظام تشغيل ويندوز 10 برو أسود,PFA9930728930A,N53361285A,53361285,Order,delivered,11/28/2024,11/28/2024,12/1/2024,AED,273.6,-37.62,0.0,0,65.14,0.0,0.0,301.12
38594,2024-12-11,PS-38594-AE20241211,noon,NAEGC0093904029,,,,,,PE13552853675A,,,Directship Outbound Fee,shipped,12/7/2024,,,AED,0.0,0.0,0.0,0,0.0,0.0,-15.5,-15.5
38594,2024-12-11,PS-38594-AE20241211,noon,NAEGC0072733287,,,,,,PE67179600043A,,,Directship Outbound Fee,shipped,12/8/2024,,,AED,0.0,0.0,0.0,0,0.0,0.0,-15.5,-15.5
38594,2024-12-11,PS-38594-AE20241211,noon,,,,,,,,,,VAT Payable,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-4.07,-4.07
38594,2024-12-11,PS-38594-AE20241211,noon,,,,,,,,,,Inventory Removal Fee,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-15.0,-15.0
38594,2024-12-11,PS-38594-AE20241211,noon,,,,,,,,,,Non-saleable Item Storage Fee,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-3.6042,-3.6042
38594,2024-12-11,PS-38594-AE20241211,noon,NAEGC0093904029,NAEGC0093904029-1,Lenovo,"Refurbished - Thinkpad T450 Notebook Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/16GB RAM/256GB SSD/Intel HD Graphics 5550 English Black",لينوفو,مستعمل ومجدد - لابتوب نوت بوك ثينك باد T450 (2015) بشاشة مقاس 14 بوصة ومعالج إنتل كور i5/ الجيل الخامس/ ذاكرة رام سعة 16 جيجابايت/ محرك أقراص SSD سعة 240 جيجابايت/ بطاقة رسومات إنتل 5550 عالية الوضوح سعة 1 جيجابايت اللغة الإنجليزية أسود,PE13552853675A,N51438096A,51438096,Order,delivered,12/7/2024,12/9/2024,12/10/2024,AED,359.0,-39.49,0.0,0,0.0,4.761904762,0.0,324.2719048
38594,2024-12-11,PS-38594-AE20241211,noon,NAEGC0072733287,NAEGC0072733287-1,Lenovo,"Refurbished - Thinkpad T450 Notebook Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/16GB RAM/256GB SSD/Intel HD Graphics 5550 English Black",لينوفو,مستعمل ومجدد - لابتوب نوت بوك ثينك باد T450 (2015) بشاشة مقاس 14 بوصة ومعالج إنتل كور i5/ الجيل الخامس/ ذاكرة رام سعة 16 جيجابايت/ محرك أقراص SSD سعة 240 جيجابايت/ بطاقة رسومات إنتل 5550 عالية الوضوح سعة 1 جيجابايت اللغة الإنجليزية أسود,PE67179600043A,N51438096A,51438096,Order,delivered,12/8/2024,12/9/2024,12/10/2024,AED,359.0,-39.49,0.0,0,0.0,4.761904762,0.0,324.2719048
38594,2024-12-11,PS-38594-AE20241211,noon,NAEGB0003953449,NAEGB0003953449-2,Lenovo,"Renewed - ThinkPad T450s Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/8GB RAM/256GB SSD/5500MB Intel HD Graphics/Windows 10 Pro Black",لينوفو,لابتوب ثينك باد مجدد T450s مع شاشة 14 بوصة ، معالج إنتل كور i5  الجيل الخامس / ذاكرة رام 8 جيجابايت / سعة تخزين 256 جيجابايت إس إس دي / إنتل يو اتش دى جرافيكس / نظام تشغيل ويندوز 10 برو أسود,PF93876835578A,N53361285A,53361285,Order,returned,11/27/2024,11/27/2024,11/28/2024,AED,-342.0,37.62,0.0,0,0.0,0.0,0.0,-304.38
38594,2024-12-18,PS-38594-AE20241218,noon,NAEGC0050583750,,,,,,PE67221000980A,,,Directship Outbound Fee,shipped,12/11/2024,,,AED,0.0,0.0,0.0,0,0.0,0.0,-18.5,-18.5
38594,2024-12-18,PS-38594-AE20241218,noon,NAEGC0029528012,NAEGC0029528012-1,,,,,,,,Cancellation Fee,,12/13/2024,,,AED,0.0,0.0,0.0,0,0.0,0.0,-21.3,-21.3
38594,2024-12-18,PS-38594-AE20241218,noon,,,,,,,,,,VAT Payable,shipped,,,,AED,0.0,0.0,0.0,0,0.0,0.0,-40.74,-40.74
38594,2024-12-18,PS-38594-AE20241218,noon,NAEGC0022396697,,,,,,PE61685746965A,,,Directship Outbound Fee,shipped,12/11/2024,,,AED,0.0,0.0,0.0,0,0.0,0.0,-15.5,-15.5
38594,2024-12-18,PS-38594-AE20241218,noon,NAEGC0022396697,NAEGC0022396697-1,Lenovo,"Refurbished - Thinkpad T450 Notebook Laptop With 14-Inch Display,Intel Core i5 Processor/5th Gen/16GB RAM/256GB SSD/Intel HD Graphics 5550 English Black",لينوفو,مستعمل ومجدد - لابتوب نوت بوك ثينك باد T450 (2015) بشاشة مقاس 14 بوصة ومعالج إنتل كور i5/ الجيل الخامس/ ذاكرة رام سعة 16 جيجابايت/ محرك أقراص SSD سعة 240 جيجابايت/ بطاقة رسومات إنتل 5550 عالية الوضوح سعة 1 جيجابايت اللغة الإنجليزية أسود,PE61685746965A,N51438096A,51438096,Order,delivered,12/11/2024,12/12/2024,12/13/2024,AED,359.0,-39.49,0.0,0,0.0,4.761904762,0.0,324.2719048
